code_challenge_score,technical_interview_score,approved_by_the_code_challenge,approved_by_the_technical_interview,approved_in_both_tests,country_key,candidate_key,technology_key,seniority_key,date_key
5,1,False,False,False,33,10553,3,5,20190420
10,1,True,False,False,56,10554,17,2,20220511
6,4,False,False,False,237,10555,18,5,20190719
7,10,True,True,True,27,10556,23,4,20180503
8,2,True,False,False,21,10557,3,7,20210722
3,0,False,False,False,5,10558,14,1,20180704
7,8,True,True,True,113,10559,13,4,20191128
6,2,False,False,False,243,10560,19,5,20180522
6,7,False,True,False,47,10561,11,1,20200911
5,2,False,False,False,152,10562,15,7,20200420
4,6,False,False,False,27,10563,12,3,20180613
10,4,True,False,False,22,10564,7,2,20190906
3,6,False,False,False,40,10565,3,7,20220220
4,3,False,False,False,31,10566,12,5,20180216
0,4,False,False,False,207,10567,24,3,20210615
3,2,False,False,False,151,10568,10,5,20210103
3,4,False,False,False,218,10569,21,4,20190311
9,8,True,True,True,223,10570,7,6,20190527
0,10,False,True,False,144,10571,6,6,20210107
1,4,False,False,False,165,10572,20,5,20190925
2,7,False,True,False,198,10573,8,4,20191224
1,0,False,False,False,216,10574,19,6,20181214
4,5,False,False,False,64,10575,6,5,20210921
9,6,True,False,False,238,10576,8,3,20210319
10,7,True,True,True,49,10577,6,5,20180728
3,6,False,False,False,59,10578,8,5,20181104
9,10,True,True,True,180,10579,3,7,20200925
8,5,True,False,False,8,10580,20,1,20191010
1,5,False,False,False,117,10581,19,5,20181001
9,1,True,False,False,46,10582,8,2,20211230
7,0,True,False,False,50,10583,13,1,20180826
9,8,True,True,True,135,10584,19,5,20180117
5,3,False,False,False,24,10585,23,4,20220505
9,1,True,False,False,229,10586,11,3,20180302
9,7,True,True,True,135,10587,15,3,20210328
9,9,True,True,True,230,10588,7,3,20200207
9,5,True,False,False,88,10589,24,5,20190902
2,6,False,False,False,223,10590,11,2,20210601
7,10,True,True,True,129,10591,8,1,20210610
3,4,False,False,False,45,10592,14,2,20190116
5,4,False,False,False,27,10593,4,3,20200322
5,1,False,False,False,136,10594,7,7,20200517
1,3,False,False,False,103,10595,23,7,20210522
2,6,False,False,False,154,10596,2,2,20200623
4,1,False,False,False,74,10597,20,5,20200127
3,6,False,False,False,192,10598,1,5,20180218
0,0,False,False,False,155,10599,2,6,20220323
6,2,False,False,False,93,10600,18,3,20200323
7,3,True,False,False,191,10601,21,3,20190404
8,3,True,False,False,42,10602,9,5,20180621
8,7,True,True,True,118,10603,8,6,20210131
10,8,True,True,True,244,10604,8,4,20210202
8,8,True,True,True,130,10605,18,4,20190113
1,2,False,False,False,10,10606,11,1,20180910
4,3,False,False,False,88,10607,24,2,20220211
0,1,False,False,False,51,10608,15,6,20200805
8,2,True,False,False,198,10609,8,5,20190702
3,3,False,False,False,125,10610,8,4,20210503
7,5,True,False,False,57,10611,11,2,20180716
9,9,True,True,True,45,10612,4,3,20220209
10,1,True,False,False,68,10613,16,2,20210112
1,7,False,True,False,183,10614,2,4,20200615
2,8,False,True,False,93,10615,8,1,20181128
2,2,False,False,False,15,10616,20,4,20201215
5,7,False,True,False,72,10617,24,2,20200325
3,2,False,False,False,17,10618,23,4,20211107
8,0,True,False,False,79,10619,5,5,20210723
2,6,False,False,False,182,10620,16,3,20200509
4,0,False,False,False,226,10621,18,7,20191213
5,10,False,True,False,114,10622,18,2,20181208
0,3,False,False,False,147,10623,20,4,20200726
9,9,True,True,True,130,10624,15,2,20210803
3,9,False,True,False,36,10625,12,4,20190701
0,9,False,True,False,118,10626,17,4,20180319
0,6,False,False,False,244,10627,21,3,20210402
2,0,False,False,False,130,10628,16,5,20191017
9,3,True,False,False,117,10629,24,5,20220626
2,0,False,False,False,150,10630,9,7,20180406
10,6,True,False,False,47,10631,5,4,20180427
1,10,False,True,False,71,10632,19,4,20181203
3,5,False,False,False,21,10633,24,3,20200419
1,2,False,False,False,3,10634,15,4,20181212
1,6,False,False,False,182,10635,19,4,20181116
2,8,False,True,False,112,10636,14,6,20220114
9,7,True,True,True,175,10637,8,2,20210710
1,4,False,False,False,213,10638,13,6,20200831
6,9,False,True,False,165,10639,19,4,20180306
8,5,True,False,False,13,10640,11,6,20181103
9,8,True,True,True,192,10641,21,3,20201020
3,0,False,False,False,195,10642,8,2,20210223
4,4,False,False,False,77,10643,22,3,20210619
3,6,False,False,False,2,10644,14,3,20200109
9,2,True,False,False,109,10645,3,7,20220131
7,0,True,False,False,160,10646,20,4,20181207
1,6,False,False,False,152,10647,9,5,20220319
1,6,False,False,False,156,10648,23,3,20210120
2,10,False,True,False,77,10649,10,3,20210512
10,2,True,False,False,205,10650,9,4,20201111
3,0,False,False,False,185,10651,9,2,20180919
9,9,True,True,True,168,10652,19,7,20200428
7,5,True,False,False,44,10653,10,2,20191231
2,5,False,False,False,186,10654,24,5,20211226
6,7,False,True,False,191,10655,13,3,20191222
2,6,False,False,False,59,10656,12,3,20190107
5,0,False,False,False,34,10657,12,7,20220326
8,3,True,False,False,51,10658,8,3,20200324
1,1,False,False,False,117,10659,10,3,20180722
9,10,True,True,True,78,10660,4,7,20180331
3,10,False,True,False,81,10661,9,7,20180827
2,2,False,False,False,10,10662,24,1,20210414
9,2,True,False,False,244,10663,7,2,20190418
5,0,False,False,False,149,10664,19,2,20180830
2,5,False,False,False,185,10665,17,2,20190730
6,1,False,False,False,9,10666,22,6,20220127
2,0,False,False,False,120,10667,13,7,20180412
6,7,False,True,False,82,10668,19,2,20200212
0,1,False,False,False,32,10669,1,2,20181213
7,2,True,False,False,216,10670,20,7,20200227
4,5,False,False,False,230,10671,4,1,20200905
9,1,True,False,False,230,10672,20,2,20200808
1,7,False,True,False,172,10673,1,3,20190801
0,4,False,False,False,243,10674,13,5,20200818
6,9,False,True,False,69,10675,8,3,20211108
2,4,False,False,False,111,10676,10,1,20220316
2,10,False,True,False,21,10677,19,4,20210801
6,10,False,True,False,115,10678,6,4,20200401
10,10,True,True,True,64,10679,15,1,20210727
8,6,True,False,False,196,10680,12,5,20181115
2,2,False,False,False,105,10681,10,2,20220422
2,7,False,True,False,125,10682,2,1,20190529
2,10,False,True,False,96,10683,1,6,20200119
10,9,True,True,True,52,10684,7,6,20181129
3,9,False,True,False,113,10685,23,6,20200711
7,0,True,False,False,221,10686,8,3,20200208
3,3,False,False,False,149,10687,15,5,20180201
6,10,False,True,False,45,10688,4,4,20190103
1,5,False,False,False,185,10689,20,7,20210514
2,1,False,False,False,195,10690,3,7,20190212
3,9,False,True,False,42,10691,14,7,20210107
1,6,False,False,False,224,10692,8,7,20190530
9,3,True,False,False,183,10693,8,2,20190716
6,2,False,False,False,24,10694,20,2,20220417
7,6,True,False,False,69,10695,16,4,20181110
4,5,False,False,False,211,10696,21,3,20190128
8,0,True,False,False,121,10697,7,3,20190707
7,5,True,False,False,223,10698,13,4,20180419
4,5,False,False,False,64,10699,16,7,20210816
3,4,False,False,False,114,10700,6,4,20181217
10,1,True,False,False,34,10701,12,2,20180427
4,0,False,False,False,26,10702,4,1,20181023
4,3,False,False,False,196,10703,19,4,20190507
5,5,False,False,False,189,10704,16,6,20180609
8,4,True,False,False,134,10705,13,7,20210708
7,5,True,False,False,171,10706,7,4,20210420
6,3,False,False,False,49,10707,13,5,20200618
1,0,False,False,False,228,10708,3,5,20220330
3,9,False,True,False,220,10709,1,4,20210308
5,5,False,False,False,16,10710,13,1,20191004
6,4,False,False,False,73,10711,5,4,20180326
9,6,True,False,False,149,10712,13,3,20201015
3,6,False,False,False,93,10713,16,6,20190504
2,8,False,True,False,84,10714,11,5,20210202
10,9,True,True,True,116,10715,11,2,20191222
7,9,True,True,True,221,10716,3,7,20210924
1,6,False,False,False,122,10717,7,7,20210415
9,3,True,False,False,90,10718,20,1,20180627
5,7,False,True,False,24,10719,21,3,20200415
2,3,False,False,False,173,10720,12,5,20180703
0,9,False,True,False,57,10721,13,2,20181025
8,5,True,False,False,216,10722,3,1,20181119
4,6,False,False,False,117,10723,8,2,20190111
4,7,False,True,False,6,10724,8,7,20220622
1,8,False,True,False,31,10725,13,6,20190430
8,7,True,True,True,164,10726,6,6,20220629
3,8,False,True,False,120,10727,12,7,20181201
4,7,False,True,False,118,10728,19,2,20210127
2,8,False,True,False,136,10729,11,6,20210201
3,2,False,False,False,222,10730,24,7,20180108
8,7,True,True,True,40,10731,3,3,20190406
4,5,False,False,False,22,10732,5,7,20180328
7,9,True,True,True,57,10733,16,5,20220427
3,9,False,True,False,124,10734,10,3,20211128
5,9,False,True,False,118,10735,22,4,20190630
3,10,False,True,False,129,10736,22,4,20200102
2,8,False,True,False,81,10737,13,2,20201126
0,7,False,True,False,45,10738,2,3,20200112
6,0,False,False,False,234,10739,7,4,20210505
3,0,False,False,False,226,10740,7,1,20200415
10,0,True,False,False,210,10741,15,3,20190916
2,7,False,True,False,3,10742,22,4,20220215
1,9,False,True,False,50,10743,9,1,20210726
6,5,False,False,False,60,10744,1,1,20191031
0,9,False,True,False,56,10745,14,6,20180621
10,5,True,False,False,57,10746,10,7,20220412
2,10,False,True,False,173,10747,5,3,20180707
1,5,False,False,False,111,10748,7,1,20180602
8,1,True,False,False,128,10749,23,1,20211209
0,2,False,False,False,18,10750,8,6,20210212
1,10,False,True,False,39,10751,4,1,20190619
6,6,False,False,False,93,10752,7,1,20190601
1,8,False,True,False,162,10753,14,7,20200529
9,8,True,True,True,113,10754,16,1,20181218
2,7,False,True,False,207,10755,21,3,20220222
6,0,False,False,False,2,10756,4,2,20200321
5,6,False,False,False,7,10757,8,3,20210514
5,8,False,True,False,108,10758,12,5,20220115
5,4,False,False,False,40,10759,16,7,20180219
0,1,False,False,False,18,10760,22,3,20180601
8,0,True,False,False,62,10761,9,5,20211227
1,0,False,False,False,194,10762,3,2,20201116
8,8,True,True,True,24,10763,18,6,20180831
2,2,False,False,False,178,10764,9,3,20190610
2,10,False,True,False,207,10765,7,4,20210404
6,6,False,False,False,98,10766,4,3,20190618
6,0,False,False,False,43,10767,14,5,20220323
5,1,False,False,False,108,10768,12,7,20201011
3,0,False,False,False,228,10769,24,3,20190122
1,9,False,True,False,234,10770,8,1,20201205
7,6,True,False,False,227,10771,18,1,20210728
2,0,False,False,False,146,10772,4,2,20220125
10,9,True,True,True,205,10773,20,2,20211125
5,2,False,False,False,215,10774,19,7,20200724
1,0,False,False,False,157,10775,15,6,20210713
9,6,True,False,False,228,10776,11,5,20220213
10,4,True,False,False,198,10777,12,3,20180713
6,7,False,True,False,44,10778,16,5,20180726
2,4,False,False,False,7,10779,9,6,20180424
3,9,False,True,False,239,10780,13,2,20210611
8,9,True,True,True,145,10781,21,6,20201003
4,1,False,False,False,2,10782,2,1,20200305
2,2,False,False,False,192,10783,20,7,20180926
5,7,False,True,False,174,10784,19,1,20191008
5,3,False,False,False,78,10785,21,6,20200104
6,4,False,False,False,228,10786,20,7,20200127
6,3,False,False,False,5,10787,9,4,20210507
9,0,True,False,False,105,10788,17,3,20200701
4,1,False,False,False,152,10789,19,5,20180817
0,9,False,True,False,180,10790,5,5,20180628
7,7,True,True,True,169,10791,4,2,20210610
5,3,False,False,False,29,10792,18,5,20200214
6,4,False,False,False,198,10793,1,1,20201029
1,8,False,True,False,14,10794,22,5,20180629
6,4,False,False,False,200,10795,3,4,20200813
2,8,False,True,False,158,10796,10,4,20201209
10,3,True,False,False,225,10797,23,7,20190217
6,6,False,False,False,120,10798,17,2,20220107
4,8,False,True,False,21,10799,4,3,20180723
2,8,False,True,False,186,10800,5,6,20180511
7,7,True,True,True,75,10801,8,7,20220426
2,5,False,False,False,130,10802,17,2,20200203
9,1,True,False,False,229,10803,6,2,20200430
0,6,False,False,False,225,10804,8,1,20180827
7,1,True,False,False,39,10805,13,2,20220514
10,8,True,True,True,174,10806,4,7,20220107
6,1,False,False,False,31,10807,21,6,20201023
1,6,False,False,False,186,10808,18,7,20191127
6,1,False,False,False,144,10809,8,2,20180608
10,1,True,False,False,227,10810,18,2,20190331
3,10,False,True,False,16,10811,13,5,20210704
2,8,False,True,False,104,10812,2,5,20200618
4,9,False,True,False,202,10813,23,4,20210711
6,4,False,False,False,34,10814,22,4,20210307
6,8,False,True,False,181,10815,2,3,20210221
5,8,False,True,False,186,10816,19,7,20190914
5,7,False,True,False,67,10817,24,2,20220329
9,10,True,True,True,127,10818,10,2,20210114
8,7,True,True,True,62,10819,8,5,20210930
1,5,False,False,False,229,10820,3,2,20191101
8,7,True,True,True,227,10821,24,5,20220601
7,2,True,False,False,213,10822,9,5,20180723
3,3,False,False,False,34,10823,19,2,20180525
0,3,False,False,False,68,10824,9,2,20190320
0,8,False,True,False,19,10825,12,6,20210115
8,0,True,False,False,126,10826,17,4,20210323
10,10,True,True,True,38,10827,5,2,20200205
8,5,True,False,False,218,10828,7,2,20200817
3,9,False,True,False,41,10829,10,6,20200531
9,0,True,False,False,205,10830,6,6,20210515
7,6,True,False,False,225,10831,13,4,20210905
3,0,False,False,False,244,10832,4,3,20220124
4,6,False,False,False,192,10833,9,6,20181005
1,4,False,False,False,169,10834,5,2,20180513
2,1,False,False,False,172,10835,5,2,20220605
1,6,False,False,False,30,10836,17,1,20220504
8,1,True,False,False,159,10837,6,5,20201005
6,9,False,True,False,128,10838,14,1,20180103
6,7,False,True,False,106,10839,8,2,20201216
7,7,True,True,True,223,10840,8,1,20200615
3,8,False,True,False,31,10841,12,2,20190311
4,7,False,True,False,170,10842,22,2,20210627
5,0,False,False,False,112,10843,17,7,20191209
4,9,False,True,False,195,10844,11,4,20190106
1,2,False,False,False,20,10845,20,6,20190114
10,2,True,False,False,95,10846,24,3,20210509
8,1,True,False,False,124,10847,18,3,20210523
3,3,False,False,False,228,10848,17,2,20191214
2,5,False,False,False,184,10849,18,4,20200108
7,10,True,True,True,7,10850,20,6,20180512
10,6,True,False,False,236,10851,3,2,20220320
9,3,True,False,False,214,10852,7,2,20200825
4,2,False,False,False,224,10853,21,7,20211021
10,6,True,False,False,43,10854,16,6,20180408
10,0,True,False,False,103,10855,5,6,20180912
4,3,False,False,False,122,10856,16,7,20210916
0,0,False,False,False,38,10857,12,3,20220114
1,6,False,False,False,41,10858,7,2,20220114
10,2,True,False,False,107,10859,17,4,20180515
6,5,False,False,False,147,10860,17,6,20220210
7,1,True,False,False,232,10861,1,2,20191003
9,7,True,True,True,37,10862,7,6,20180816
7,8,True,True,True,100,10863,4,2,20190908
2,4,False,False,False,168,10864,18,3,20200331
10,5,True,False,False,242,10865,12,4,20190316
0,9,False,True,False,119,10866,15,5,20211016
4,0,False,False,False,159,10867,11,1,20200306
0,9,False,True,False,68,10868,4,2,20210916
3,6,False,False,False,195,10869,20,3,20180518
3,3,False,False,False,208,10870,13,4,20201211
7,7,True,True,True,184,10871,22,6,20181226
3,7,False,True,False,71,10872,8,6,20211025
0,9,False,True,False,194,10873,19,6,20180222
1,7,False,True,False,98,10874,7,6,20220412
6,10,False,True,False,23,10875,7,2,20190302
5,10,False,True,False,186,10876,3,2,20200903
0,7,False,True,False,181,10877,3,1,20210425
0,9,False,True,False,145,10878,14,4,20210528
2,5,False,False,False,94,10879,24,5,20211028
9,5,True,False,False,195,10880,5,1,20191023
0,9,False,True,False,108,10881,4,7,20220302
7,4,True,False,False,44,10882,21,1,20181207
2,9,False,True,False,197,10883,20,4,20200724
7,9,True,True,True,14,10884,3,3,20180705
2,2,False,False,False,217,10885,19,3,20180731
3,10,False,True,False,57,10886,21,7,20191002
5,8,False,True,False,138,10887,2,7,20210330
7,1,True,False,False,100,10888,13,3,20210510
2,9,False,True,False,23,10889,18,4,20190729
6,1,False,False,False,10,10890,24,7,20180114
8,8,True,True,True,144,10891,19,1,20220509
10,7,True,True,True,184,10892,9,7,20210109
3,4,False,False,False,196,10893,12,3,20180227
7,8,True,True,True,224,10894,17,3,20200203
3,6,False,False,False,163,10895,17,5,20200711
1,1,False,False,False,164,10896,20,5,20190108
10,4,True,False,False,4,10897,22,6,20210617
6,5,False,False,False,181,10898,10,4,20210222
0,1,False,False,False,18,10899,5,4,20190521
0,10,False,True,False,9,10900,23,1,20210311
9,2,True,False,False,20,10901,9,1,20180329
5,1,False,False,False,152,10902,18,1,20190131
10,8,True,True,True,156,10903,24,6,20211022
1,10,False,True,False,92,10904,5,5,20220630
9,7,True,True,True,235,10905,4,5,20220102
2,8,False,True,False,83,10906,16,6,20200210
6,3,False,False,False,234,10907,13,3,20180713
6,2,False,False,False,119,10908,21,6,20200601
9,9,True,True,True,172,10909,12,6,20220111
1,2,False,False,False,94,10910,10,6,20180422
0,7,False,True,False,80,10911,3,5,20210710
6,8,False,True,False,100,10912,17,7,20200310
9,8,True,True,True,134,10913,21,4,20210228
5,6,False,False,False,157,10914,9,2,20200528
2,2,False,False,False,48,10915,14,7,20191029
5,6,False,False,False,224,10916,16,6,20190810
7,4,True,False,False,154,10917,17,4,20200125
6,1,False,False,False,180,10918,2,2,20191028
6,0,False,False,False,4,10919,19,1,20191111
8,0,True,False,False,77,10920,12,3,20200915
9,9,True,True,True,177,10921,20,1,20220129
7,6,True,False,False,19,10922,16,7,20210217
0,1,False,False,False,241,10923,12,3,20201225
0,6,False,False,False,188,10924,18,3,20181116
7,9,True,True,True,107,10925,9,2,20190806
9,10,True,True,True,173,10926,23,5,20181016
0,1,False,False,False,162,10927,23,3,20210909
8,2,True,False,False,160,10928,19,2,20190912
0,6,False,False,False,30,10929,5,7,20220512
10,5,True,False,False,70,10930,13,4,20200715
3,10,False,True,False,204,10931,5,3,20180311
9,1,True,False,False,205,10932,13,4,20201022
2,8,False,True,False,178,10933,20,7,20220523
1,4,False,False,False,72,10934,3,1,20220413
10,5,True,False,False,199,10935,2,3,20210112
4,5,False,False,False,228,10936,13,7,20220226
7,4,True,False,False,69,10937,17,6,20200515
8,0,True,False,False,133,10938,24,1,20210624
1,9,False,True,False,192,10939,12,1,20210304
9,8,True,True,True,1,10940,8,6,20190927
4,8,False,True,False,119,10941,15,2,20181120
2,6,False,False,False,5,10942,14,5,20190514
8,5,True,False,False,176,10943,9,6,20210317
3,5,False,False,False,9,10944,20,2,20220510
8,1,True,False,False,51,10945,10,4,20220313
5,10,False,True,False,214,10946,22,5,20210410
9,1,True,False,False,89,10947,18,3,20210301
5,7,False,True,False,187,10948,23,3,20210713
4,5,False,False,False,194,10949,14,6,20210215
1,9,False,True,False,103,10950,7,5,20220212
0,6,False,False,False,93,10951,21,3,20190713
0,8,False,True,False,178,10952,20,2,20190610
2,10,False,True,False,237,10953,17,7,20210317
9,4,True,False,False,4,10954,11,5,20190627
1,8,False,True,False,37,10955,17,7,20191228
4,9,False,True,False,36,10956,1,2,20210310
8,10,True,True,True,208,10957,8,2,20200411
1,2,False,False,False,239,10958,17,3,20211126
8,5,True,False,False,141,10959,2,2,20210629
4,6,False,False,False,84,10960,20,4,20180712
3,6,False,False,False,1,10961,10,2,20220106
0,3,False,False,False,20,10962,4,6,20180314
10,5,True,False,False,49,10963,8,7,20210831
7,0,True,False,False,4,10964,19,6,20180316
2,3,False,False,False,141,10965,22,3,20220514
2,10,False,True,False,77,10966,8,7,20210226
0,7,False,True,False,35,10967,3,1,20210523
8,8,True,True,True,4,10968,13,4,20201114
5,1,False,False,False,42,10969,13,5,20200527
8,3,True,False,False,231,10970,8,3,20210408
7,9,True,True,True,21,10971,16,6,20200616
1,5,False,False,False,48,10972,21,1,20200915
9,4,True,False,False,142,10973,17,6,20181231
3,8,False,True,False,113,10974,7,6,20191107
6,5,False,False,False,47,10975,20,2,20200622
9,2,True,False,False,174,10976,10,4,20220107
8,7,True,True,True,118,10977,21,2,20181025
10,2,True,False,False,116,10978,8,7,20200413
7,7,True,True,True,122,10979,8,6,20190404
7,1,True,False,False,198,10980,8,1,20210701
6,4,False,False,False,178,10981,2,3,20180604
0,8,False,True,False,106,10982,15,2,20211008
8,8,True,True,True,85,10983,23,1,20181007
8,10,True,True,True,108,10984,23,6,20180417
3,4,False,False,False,190,10985,18,2,20180228
0,5,False,False,False,193,10986,5,6,20210912
0,1,False,False,False,218,10987,9,2,20191010
8,5,True,False,False,238,10988,20,1,20180424
9,9,True,True,True,17,10989,9,3,20191031
0,10,False,True,False,233,10990,20,2,20180319
4,4,False,False,False,200,10991,13,5,20180915
0,10,False,True,False,194,10992,3,4,20191211
8,10,True,True,True,48,10993,16,7,20181105
1,0,False,False,False,94,10994,23,1,20201110
3,8,False,True,False,51,10995,13,7,20181212
4,5,False,False,False,80,10996,23,5,20210716
6,0,False,False,False,103,10997,10,2,20190609
9,5,True,False,False,105,10998,24,4,20180918
8,1,True,False,False,66,10999,8,4,20200322
9,1,True,False,False,17,11000,17,1,20190731
7,0,True,False,False,179,11001,24,6,20211209
0,9,False,True,False,177,11002,2,2,20180403
0,10,False,True,False,157,11003,7,3,20190207
5,3,False,False,False,168,11004,11,5,20220303
7,5,True,False,False,60,11005,20,2,20220101
4,10,False,True,False,208,11006,14,5,20210905
3,8,False,True,False,103,11007,8,6,20200517
4,2,False,False,False,24,11008,1,3,20181110
3,0,False,False,False,12,11009,19,3,20180707
7,0,True,False,False,240,11010,7,4,20180402
10,9,True,True,True,18,11011,10,2,20210515
3,5,False,False,False,123,11012,4,5,20180911
10,3,True,False,False,184,11013,21,2,20190906
0,5,False,False,False,121,11014,13,5,20181216
9,2,True,False,False,72,11015,7,5,20220612
10,1,True,False,False,71,11016,23,3,20181206
2,2,False,False,False,139,11017,12,1,20180107
1,1,False,False,False,133,11018,15,3,20200519
4,3,False,False,False,127,11019,5,7,20210822
2,4,False,False,False,218,11020,16,5,20210601
10,4,True,False,False,19,11021,9,3,20201217
9,8,True,True,True,44,11022,22,7,20210716
5,0,False,False,False,109,11023,13,4,20210624
7,1,True,False,False,19,11024,23,3,20200204
7,3,True,False,False,170,11025,19,4,20210611
10,5,True,False,False,62,11026,11,1,20211015
10,9,True,True,True,189,11027,16,2,20200911
2,1,False,False,False,83,11028,5,4,20200605
1,6,False,False,False,199,11029,8,6,20200314
6,9,False,True,False,113,11030,23,7,20210427
7,2,True,False,False,2,11031,9,3,20200424
6,3,False,False,False,78,11032,14,6,20190223
2,10,False,True,False,36,11033,20,2,20190910
8,9,True,True,True,6,11034,4,2,20181029
5,9,False,True,False,150,11035,1,2,20190201
7,2,True,False,False,231,11036,24,3,20210522
2,1,False,False,False,64,11037,20,5,20180218
10,9,True,True,True,76,11038,8,7,20180502
4,6,False,False,False,201,11039,22,5,20190225
9,1,True,False,False,68,11040,3,6,20180706
4,9,False,True,False,173,11041,20,1,20180808
3,9,False,True,False,123,11042,11,6,20201102
10,2,True,False,False,120,11043,18,2,20211019
6,8,False,True,False,88,11044,3,6,20220209
2,2,False,False,False,75,11045,14,1,20220305
9,8,True,True,True,74,11046,15,5,20180305
2,7,False,True,False,114,11047,5,7,20211218
3,7,False,True,False,163,11048,24,7,20181223
6,3,False,False,False,64,11049,14,3,20190228
1,0,False,False,False,58,11050,22,2,20200512
2,2,False,False,False,102,11051,14,7,20180604
5,6,False,False,False,63,11052,14,1,20190806
3,9,False,True,False,187,11053,5,4,20190305
7,8,True,True,True,128,11054,8,6,20180930
8,8,True,True,True,138,11055,8,4,20200404
2,4,False,False,False,5,11056,7,4,20210206
7,10,True,True,True,69,11057,21,5,20200912
2,5,False,False,False,136,11058,14,1,20220518
3,1,False,False,False,124,11059,14,6,20220219
4,9,False,True,False,11,11060,13,5,20210527
5,9,False,True,False,220,11061,6,7,20191221
10,9,True,True,True,81,11062,3,3,20200218
3,4,False,False,False,19,11063,10,3,20211005
1,0,False,False,False,231,11064,2,4,20220315
3,5,False,False,False,56,11065,20,4,20200416
8,8,True,True,True,16,11066,18,3,20180521
1,2,False,False,False,190,11067,14,5,20210623
3,0,False,False,False,237,11068,24,2,20210116
8,9,True,True,True,57,11069,5,4,20190122
1,0,False,False,False,203,11070,12,7,20220703
2,4,False,False,False,89,11071,10,1,20211017
9,0,True,False,False,43,11072,10,2,20210413
2,7,False,True,False,101,11073,9,5,20180903
6,5,False,False,False,179,11074,9,1,20210310
0,4,False,False,False,118,11075,10,4,20220627
4,8,False,True,False,4,11076,3,6,20211007
10,9,True,True,True,225,11077,14,4,20211202
4,10,False,True,False,156,11078,7,2,20220607
8,10,True,True,True,47,11079,9,6,20210120
0,9,False,True,False,174,11080,2,3,20210704
2,6,False,False,False,141,11081,17,4,20200503
1,2,False,False,False,85,11082,2,4,20200129
1,7,False,True,False,10,11083,19,7,20200222
10,10,True,True,True,155,11084,7,3,20210823
7,2,True,False,False,193,11085,24,5,20180323
7,5,True,False,False,176,11086,7,2,20210519
7,0,True,False,False,105,11087,14,3,20220615
7,9,True,True,True,192,11088,22,5,20200531
7,6,True,False,False,20,11089,8,4,20200120
8,7,True,True,True,67,11090,10,6,20201011
8,5,True,False,False,16,11091,12,2,20190604
8,3,True,False,False,19,11092,24,4,20180615
6,1,False,False,False,145,11093,18,3,20190614
9,10,True,True,True,221,11094,21,7,20210515
4,3,False,False,False,224,11095,5,7,20200501
3,5,False,False,False,217,11096,13,4,20180218
1,8,False,True,False,66,11097,17,4,20211222
5,9,False,True,False,217,11098,21,2,20190225
0,7,False,True,False,221,11099,21,6,20210525
6,5,False,False,False,79,11100,14,7,20210308
5,8,False,True,False,222,11101,4,4,20200207
8,4,True,False,False,53,11102,16,7,20190812
2,1,False,False,False,178,11103,21,5,20190607
3,0,False,False,False,228,11104,4,5,20200703
0,7,False,True,False,154,11105,21,5,20190914
6,6,False,False,False,144,11106,13,6,20190205
10,10,True,True,True,53,11107,2,4,20210515
8,9,True,True,True,30,11108,24,1,20181011
9,1,True,False,False,5,11109,23,5,20180217
0,0,False,False,False,139,11110,24,4,20181212
3,5,False,False,False,98,11111,4,3,20190104
5,6,False,False,False,94,11112,16,4,20180805
8,7,True,True,True,9,11113,5,6,20210314
8,7,True,True,True,205,11114,24,5,20181123
7,6,True,False,False,65,11115,19,3,20210225
2,7,False,True,False,229,11116,20,1,20190122
6,6,False,False,False,196,11117,10,4,20211230
8,7,True,True,True,241,11118,1,4,20180607
7,9,True,True,True,44,11119,12,1,20210629
3,9,False,True,False,19,11120,1,4,20191113
5,1,False,False,False,71,11121,7,2,20210720
3,8,False,True,False,184,11122,6,5,20190127
10,7,True,True,True,173,11123,10,6,20210709
10,3,True,False,False,23,11124,10,3,20210105
7,7,True,True,True,203,11125,16,3,20210428
1,7,False,True,False,37,11126,8,5,20220424
1,0,False,False,False,70,11127,8,6,20180921
8,8,True,True,True,193,11128,6,7,20190624
2,4,False,False,False,23,11129,7,2,20210820
3,2,False,False,False,193,11130,15,6,20201019
2,9,False,True,False,224,11131,15,7,20191010
3,4,False,False,False,64,11132,22,5,20181228
2,2,False,False,False,167,11133,13,6,20190512
4,4,False,False,False,82,11134,15,1,20190702
5,2,False,False,False,168,11135,7,1,20210415
7,5,True,False,False,121,11136,23,6,20181017
8,1,True,False,False,193,11137,12,7,20200318
7,5,True,False,False,108,11138,12,3,20200719
9,3,True,False,False,149,11139,8,2,20211025
1,9,False,True,False,18,11140,22,3,20180506
6,10,False,True,False,128,11141,16,6,20190116
8,4,True,False,False,3,11142,2,1,20180330
10,0,True,False,False,53,11143,15,2,20180808
6,2,False,False,False,188,11144,19,4,20180326
0,7,False,True,False,122,11145,24,6,20190709
1,3,False,False,False,78,11146,17,7,20201126
2,9,False,True,False,221,11147,18,7,20200325
4,9,False,True,False,1,11148,16,6,20190924
10,6,True,False,False,243,11149,16,4,20210524
4,9,False,True,False,141,11150,15,1,20190917
8,10,True,True,True,96,11151,15,6,20180310
1,3,False,False,False,226,11152,13,4,20201225
0,7,False,True,False,235,11153,7,3,20220420
10,0,True,False,False,147,11154,17,6,20210505
9,4,True,False,False,6,11155,22,3,20190122
3,10,False,True,False,185,11156,4,6,20201127
5,6,False,False,False,48,11157,10,3,20180402
